,Del,time,chanel 0,channel 1,channel 2,channel 3,channel 4,channel 5,channel 6,channel 7
266,11,xx825819,00   0,01  54,02  74,03  53,04  58,05  62,06  71,07  54
267,11,xx825848,00   0,01  54,02  69,03  55,04  58,05  57,06  64,07  55
268,11,xx825877,00   0,01  54,02  59,03  55,04  56,05  56,06  60,07  57
269,11,xx825907,00   0,01  56,02  56,03  56,04  55,05  55,06  56,07  56
270,11,xx825936,00   0,01  54,02  57,03  55,04  56,05  54,06  57,07  54
271,11,xx825965,00   0,01  54,02  56,03  55,04  55,05  55,06  56,07  55
272,11,xx825995,00   0,01  54,02  56,03  54,04  56,05  54,06  57,07  54
273,11,xx826024,00   0,01  55,02  54,03  54,04  55,05  54,06  56,07  55
274,11,xx826053,00   0,01  56,02  56,03  56,04  57,05  55,06  55,07  57
275,11,xx826083,00   0,01  55,02  55,03  54,04  56,05  54,06  55,07  56
276,11,xx826112,00   0,01  54,02  56,03  56,04  57,05  54,06  56,07  55
277,11,xx826141,00   0,01  54,02  56,03  54,04  56,05  55,06  56,07  55
278,11,xx826170,00   0,01  55,02  55,03  55,04  57,05  55,06  57,07  55
279,11,xx826200,00   0,01  56,02  56,03  55,04  56,05  56,06  57,07  54
280,11,xx826229,00   0,01  54,02  56,03  56,04  56,05  53,06  56,07  55
281,11,xx826258,00   0,01  55,02  55,03  56,04  56,05  55,06  58,07  54
282,11,xx826288,00   0,01  54,02  57,03  55,04  55,05  56,06  58,07  56
283,11,xx826317,00   0,01  55,02  56,03  57,04  56,05  55,06  57,07  56
284,11,xx826346,00   0,01  54,02  56,03  56,04  56,05  56,06  57,07  54
285,11,xx826375,00   0,01  56,02  54,03  55,04  64,05  57,06  58,07  56
286,11,xx826405,00   0,01  55,02  55,03  62,04  91,05  58,06  58,07  53
287,11,xx826434,00   0,01  55,02  57,03 258,04  97,05  58,06  59,07  55
288,11,xx826463,00   0,01  56,02  56,03  65,04 110,05  59,06  56,07  56
289,11,xx826493,00   0,01  56,02  56,03  64,04 124,05  58,06  60,07  55
290,11,xx826522,00   0,01  56,02  55,03  67,04 130,05  57,06  57,07  53
291,11,xx826551,00   0,01  56,02  56,03  65,04 126,05  58,06  57,07  55
292,11,xx826581,00   0,01  58,02  56,03  67,04 124,05  58,06  59,07  56
293,11,xx826610,00   0,01  58,02  55,03  66,04 121,05  58,06  58,07  56
294,11,xx826639,00   0,01  59,02  57,03  54,04 116,05  57,06  58,07  56
295,11,xx826668,00   0,01  59,02  57,03  54,04 112,05  59,06  57,07  54
296,11,xx826698,00   0,01  60,02  57,03  54,04 107,05  57,06  59,07  56
297,11,xx826727,00   0,01  60,02  59,03  65,04 104,05  59,06  57,07  56
298,11,xx826756,00   0,01  61,02  62,03  56,04 100,05  59,06  59,07  54
299,11,xx826786,00   0,01  62,02  66,03  53,04  93,05  60,06  57,07  54
300,11,xx826815,00   0,01  64,02  66,03  55,04  82,05  59,06  60,07  55
301,11,xx826844,00   0,01  61,02  70,03  55,04  77,05  61,06  60,07  56
302,11,xx826874,00   0,01  63,02  75,03  55,04  72,05  62,06  63,07  54
303,11,xx826903,00   0,01  61,02  80,03  56,04  66,05  63,06  66,07  55
304,11,xx826932,00   0,01  56,02  83,03  54,04  62,05  65,06  70,07  55
305,11,xx826961,00   0,01  55,02  87,03  54,04  61,05  62,06  71,07  55
306,11,xx826991,00   0,01  55,02  84,03  55,04  59,05  58,06  69,07  55
307,11,xx827020,00   0,01  56,02  82,03  55,04  59,05  55,06  63,07  55
308,11,xx827049,00   0,01  55,02  75,03  56,04  58,05  56,06  61,07  54
309,11,xx827079,00   0,01  55,02  68,03  55,04  56,05  54,06  59,07  56
310,11,xx827108,00   0,01  54,02  58,03  55,04  56,05  54,06  57,07  55
311,11,xx827137,00   0,01  55,02  57,03  55,04  55,05  55,06  55,07  54
312,11,xx827166,00   0,01  55,02  57,03  55,04  57,05  54,06  57,07  55
313,11,xx827196,00   0,01  56,02  55,03  54,04  58,05  55,06  55,07  55
314,11,xx827225,00   0,01  55,02  56,03  53,04  55,05  56,06  55,07  55
315,11,xx827254,00   0,01  57,02  56,03  55,04  56,05  56,06  54,07  55
316,11,xx827284,00   0,01  55,02  55,03  55,04  55,05  55,06  57,07  55
317,11,xx827313,00   0,01  57,02  54,03  56,04  56,05  55,06  56,07  54
318,11,xx827342,00   0,01  54,02  55,03  55,04  55,05  55,06  56,07  55
319,11,xx827372,00   0,01  53,02  56,03  55,04  56,05  55,06  55,07  56
320,11,xx827401,00   0,01  54,02  55,03  55,04  56,05  54,06  55,07  56
321,11,xx827430,00   0,01  54,02  55,03  56,04  55,05  54,06  57,07  53
322,11,xx827459,00   0,01  54,02  56,03  54,04  56,05  53,06  55,07  54
323,11,xx827489,00   0,01  55,02  55,03  54,04  57,05  56,06  56,07  54
324,11,xx827518,00   0,01  54,02  56,03  56,04  55,05  55,06  58,07  56
325,11,xx827547,00   0,01  56,02  54,03  54,04  54,05  53,06  56,07  55
326,11,xx827577,00   0,01  54,02  54,03  55,04  56,05  55,06  56,07  56
327,11,xx827606,00   0,01  54,02  56,03  55,04  68,05  54,06  56,07  55
328,11,xx827635,00   0,01  57,02  55,03  55,04 123,05  55,06  58,07  55
329,11,xx827665,00   0,01  54,02  55,03  61,04 129,05  54,06  57,07  56
330,11,xx827694,00   0,01  56,02  57,03  67,04 137,05  59,06  57,07  54
331,11,xx827723,00   0,01  58,02  58,03  67,04 138,05  59,06  58,07  55
332,11,xx827752,00   0,01  59,02  56,03  70,04 130,05  61,06  58,07  56
333,11,xx827782,00   0,01  60,02  57,03  70,04 112,05  61,06  58,07  53
334,11,xx827811,00   0,01  58,02  57,03  69,04  97,05  61,06  59,07  55
